1589745007.967249	idle
1589745256.9854422	work
1589745369.6734219	leisure
1589745381.7750762	work
1589745412.0992517	idle
1589745437.9443712	work
1589745444.7700305	idle
1589745588.3038878	work
1589745592.1148489	idle
1589745612.8013318	work
1589745624.3410716	idle
1589745629.462055	work
